scholar_id,wikipedia_url,birth_year,death_year,evidence_url,method,enriched_at
SCH_WOLFE,https://en.wikipedia.org/wiki/Tom_Wolfe,1930,2018,https://en.wikipedia.org/wiki/Tom_Wolfe,opensearch_en+tavily_extract,2026-09-17
SCH_WOODWARD,https://en.wikipedia.org/wiki/Bob_Woodward_(actor),1909,1972,https://en.wikipedia.org/wiki/Bob_Woodward_(actor),tavily_search+tavily_extract,2026-09-17
SCH_XIAO_QIAN,https://en.wikipedia.org/wiki/Xiao_Qian,1910,1999,https://en.wikipedia.org/wiki/Xiao_Qian,opensearch_en+tavily_extract,2026-09-17
SCH_XU_BAOHUANG,https://en.wikipedia.org/wiki/Xiao_Huangmen,,,https://en.wikipedia.org/wiki/Xiao_Huangmen,opensearch_en+no_years,2026-09-17
SCH_YANG_SHANGKUN,https://en.wikipedia.org/wiki/Yang_Shangkun,1907,1998,https://en.wikipedia.org/wiki/Yang_Shangkun,opensearch_en+tavily_extract,2026-09-17
SCH_YAN_FU,https://en.wikipedia.org/wiki/Yan_Fu,1854,1921,https://en.wikipedia.org/wiki/Yan_Fu,opensearch_en+tavily_extract,2026-09-17
SCH_YING_LIANZHI,https://zh.wikipedia.org/wiki/%E8%8B%B1%E6%96%82%E4%B9%8B,,,https://zh.wikipedia.org/wiki/%E8%8B%B1%E6%96%82%E4%B9%8B,opensearch_zh+no_years,2026-09-17
SCH_YU_YOUREN,https://en.wikipedia.org/wiki/Yu_Yu-jen,1879,1964,https://en.wikipedia.org/wiki/Yu_Yu-jen,opensearch_en+tavily_extract,2026-09-17
SCH_ZHANG_JILUAN,https://en.wikipedia.org/wiki/Zhang_Jigang,1958,,https://en.wikipedia.org/wiki/Zhang_Jigang,opensearch_en+tavily_extract,2026-09-17
SCH_ZHANG_TAIYAN,https://en.wikipedia.org/wiki/Zhang_Binglin,1869,1936,https://en.wikipedia.org/wiki/Zhang_Binglin,opensearch_en+tavily_extract,2026-09-17
SCH_ZHAN_DABEI,https://zh.wikipedia.org/wiki/%E8%A9%B9%E5%A4%A7%E6%82%B2,1887,1927,https://zh.wikipedia.org/wiki/%E8%A9%B9%E5%A4%A7%E6%82%B2,opensearch_zh+tavily_extract,2026-09-17
SCH_ZHENG_GUANYING,https://en.wikipedia.org/wiki/Zheng_Guanying,1842,1922,https://en.wikipedia.org/wiki/Zheng_Guanying,opensearch_en+tavily_extract,2026-09-17
SCH_ZOU_TAOFEN,https://en.wikipedia.org/wiki/Zou_Taofen,1895,1944,https://en.wikipedia.org/wiki/Zou_Taofen,tavily_search+tavily_extract,2026-09-17
